Content,RT,R1P,LR,EQE,PR,VR,DR,SSR,TR,NRCA,CR,UR,UV,CE,Label
衣服收到了，质量很好，很厚实没有褶皱,1,0,18,0,0,0,-1,0,0,1,1,365,1,0.562156951,0
质量不错，好看，小黄鸭好可爱，发货快，商家态度好！,1,0,25,1,0,1,-1,0,0,0,6,28,1,0.819931702,0
外套很合身，料子很好,1,0,10,0,0,0,-1,0,0,0,1,196,0,0.827181697,0
正品，质量很好，到了就打开试了一下没有让我失望，值了,1,1,26,0,1,0,-1,0,0,0,0,73,1,0.669811829,0
充电器不错，充电快，质量也很OK，物流也很快，非常满意的一次网购体验。,1,0,35,0,1,0,-1,0,0,0,0,802,0,0.994623371,0
好用，需要电池的直接买充电款的是真的很实用。,1,0,22,0,0,0,-1,0,0,0,0,359,1,0.852514483,0
书包很好看，书包空间也够用，还有香包。,1,0,19,0,1,0,-1,0,0,0,6,9,1,0.998773403,0
价格实惠物流快方便安装充电也方便质量蛮不错的物超所值,1,0,26,0,0,0,-1,0,0,0,0,234,1,0.999620872,0
很舒服，没有杂线，料子很不错,1,0,14,0,0,0,-1,0,0,0,1,15,1,0.972585369,0
n,1,0,18,1,1,0,17,0,0,0,6,12,1,0.55,0
质量真的惊艳到我了！喜欢喜欢喜欢,1,1,16,1,1,0,-1,0,0,0,6,219,1,0.97667561,0
款式设计：非常高大上很喜欢推荐面料材质：挺好尺寸大小：24寸刚开始以为特别大买来发现刚刚好正和自己心意白色真的太好看了。,1,0,60,0,1,1,-1,0,0,1,6,28,1,0.99752663,0
充到最高设定温度（65℃）大概5-6分钟，质量目前还是不错的，外观简洁对比传统热水袋没那么费水。,1,0,48,0,1,0,-1,0,1,0,0,254,1,0.997749887,0
不错呀，一下子可以尝试很多品牌的咖啡，拆了一包g7的臻享版感觉还不错，不过日期不是很新鲜惹，但也都在保质期内,1,0,54,0,1,0,-1,0,0,0,3,123,1,0.990958009,0
发货挺快，质量特别好的，看得见充电,1,0,17,0,0,0,-1,0,0,0,0,112,1,0.94625425,0
质量挺好的，物流很快，包装牢固，没有破损。款式做工都是挺好的，朋友们夸我眼光不错，非常满意！,1,1,46,1,0,0,-1,0,0,0,0,695,1,0.999847998,0
刚收到了，迫不及待的打开了一罐特别好吃，物美价廉，值得大家购买&hellip;,1,0,39,0,1,0,-1,0,0,0,3,228,1,0.964116034,0
很好，衣服很符合年轻人的品势，衣服面料还可以，穿着很温和,1,0,28,0,0,0,-1,0,0,1,1,13,1,0.995997116,0
比想象中的要小一些，看起来很好吃的样子,1,0,19,0,1,0,-1,0,0,0,3,862,0,0.934353445,0
材质特性：刚到货不会有味道上身效果：穿着还行,1,0,22,0,0,0,-1,0,0,0,1,23,1,0.662588305,0
物流快质量很好！,1,0,8,1,0,0,-1,0,0,0,0,34,1,0.880289951,0
很好，看起来挺舒服，就是不知道用起来怎么样，后期再来评论摸起来质感挺好的喜欢。?,1,0,40,1,1,0,-1,0,0,0,0,395,0,0.998987768,0
超级棒！！！！爱啦爱啦！高三党有救了,1,0,18,5,1,0,-1,0,0,0,3,26,1,0.954405902,0
容量大，质量好,1,0,7,0,1,0,-1,0,0,0,6,9,1,0.59941924,0
公司人多，经常有人借充电宝充电有了这个非常好。非常方便。,1,0,28,0,0,0,-1,0,0,0,0,835,1,0.627522292,0
电池很轻，原装的很重，和原装的比电池可能是假的吧,1,0,24,0,0,0,-1,0,0,0,0,9,1,0.820458994,0
很棒，衣服很大，建议比平时小一**，衣服很厚质量很好，棒棒哒,1,0,30,0,0,0,-1,0,0,0,1,140,0,0.952349637,0
充电快，使用方便。总体满意！,1,0,14,1,0,0,-1,0,0,0,0,308,1,0.901304913,0
棒和对象穿很好看,1,0,8,0,0,0,-1,0,0,0,1,19,1,0.996480585,0
感觉这个挺好的，跟原装的差不多。价钱还不贵。,1,0,22,0,0,1,-1,0,0,0,0,239,1,0.793754369,0
品质做工：很好款式设计：完美很喜欢这个背包,1,0,21,0,1,0,-1,0,0,0,6,76,1,0.996974701,0
质量不错，好评,1,0,7,0,0,0,-1,0,1,0,1,475,1,0.800850551,0
质量一如既往,1,0,6,0,0,0,-1,0,0,0,0,487,1,0.849059801,0
包装完好好吃,1,0,6,0,0,0,-1,0,0,0,3,304,1,0.722499981,0
很美味，点赞，好评！,1,0,10,1,0,0,-1,0,0,1,3,242,1,0.88709703,0
面料材质：材质摸着很顺柔品质做工：做工也精致没有线头款式设计：很潮很适合这个年纪,1,0,40,0,1,0,-1,0,0,0,6,194,0,0.997262893,0
非常满意！,1,0,5,1,0,0,-1,0,0,0,0,333,0,0.705346985,0
充电很快哦。很满意,1,0,9,0,0,0,-1,0,0,0,0,716,0,0.935651754,0
充电器收到了，充电速度快，原装正品质量放心，值得入手,1,0,26,0,0,0,-1,0,0,0,0,845,1,0.9995575,0
比官网便宜很多，质量也很好，用家里的功率测定器测定都符合，确实不错！,1,0,34,1,1,0,-1,0,1,0,0,922,0,0.973305999,0
好喜欢哦开始还一直有点犹豫不决最后还是买了手感不错哟很喜欢,1,0,29,0,1,0,-1,0,0,0,6,89,1,0.9984956,0
我太爱这个神奇的小青蛙了哈哈哈,1,1,15,0,1,0,-1,0,0,0,6,197,1,0.992521345,0
图片好看，实物差，偏小，做工粗糙线头多,1,0,19,0,0,0,-1,0,0,0,1,176,0,0.364872635,0
好看。挺有质感的,1,0,8,0,0,0,-1,0,0,0,1,461,0,0.957397384,0
很好收到货已经用过了很满意,1,0,13,0,0,0,-1,0,0,0,0,161,0,0.787056048,0
产品质量好。好的产品不用太多的描述。,1,0,18,0,0,0,-1,0,0,0,0,153,0,0.759290974,0
奶茶机全套材质很好都是不锈钢的，好清理很满意。,1,0,23,0,0,0,-1,0,0,0,0,393,1,0.995886527,0
安装好后用了几天特别方便操作也很简单材质做工都很精细,1,0,26,0,0,0,-1,0,0,0,0,101,1,0.988153797,0
正,1,0,1,0,0,0,-1,0,0,0,0,617,1,0.626213592,0
充电头很好用，充电速度很快，跟官网上的没区别。,1,0,23,0,1,0,-1,0,0,0,0,159,0,0.69315488,0
质量很好，很耐用！,1,0,9,1,0,0,-1,0,0,0,0,81,1,0.909198291,0
东西是非常好的,1,0,7,0,0,0,-1,0,0,0,0,21,1,0.657960337,0
第一次充电的时候跟原装一样，充电很快，后面用了几次，充电就越来越慢了，不知道怎么回事，也难得麻烦，就用着吧，网上购物果然不能有太大希望,1,0,67,0,0,0,-1,0,0,0,0,28,1,0.051977762,0
太好了质量不错我买的最大的能装好多东西而且贴纸也好看喜欢支持,1,1,30,0,1,0,-1,0,1,0,6,10,1,0.933645487,0
不错不错，还挺满意，不用东找西找数据线充电了，手机一放上去就感应到充电了、反应够灵敏的。手机位和底下都有防滑垫??????,1,0,61,6,1,0,-1,0,0,0,0,466,1,0.430793343,0
感觉质量不错，操作很简单，充电很快，用着方便。,1,0,23,0,0,0,-1,0,0,0,0,161,1,0.97271914,0
好难吃棒棒硬、里面还有桃把,1,0,13,0,0,0,-1,0,0,1,3,298,1,0.977177602,0
质量很好，好用，用起来很方便，有需要的可以放心购买啦！,1,0,27,1,0,0,-1,0,0,0,0,412,1,0.977702076,0
充上没有弹出不匹配的提示，线够长很方便！,1,0,20,1,0,0,-1,0,0,0,0,493,1,0.394590731,0
卖家发货神速，收到以后很满意,1,0,14,0,1,0,-1,0,0,1,0,335,0,0.760881007,0
安装简单，实用方便，以后再也不会为电瓶车充电烦恼了。,1,0,26,0,0,0,-1,0,0,0,0,347,1,0.645913502,0
大衣做工精细，没有什么线头，没有色差，洗了也没褪色,1,0,25,0,0,0,-1,0,1,0,1,466,1,0.119089637,0
物流快发货快价格特别实惠质量却出奇的好很合身料子软软的买了好多件,1,0,32,0,0,0,-1,0,0,0,1,288,1,0.982694774,0
书包很不错，里面很干净，大小也很合适。,1,0,19,0,1,0,-1,0,0,0,6,137,1,0.999574797,0
发货很快，东西质量很好，有需要还会再来的。,1,0,21,0,0,0,-1,0,0,0,0,564,1,0.943617036,0
衣服收到了，质量超级好，穿上也很保暖，性价比高值得购买！,1,0,28,1,0,0,-1,0,0,0,1,271,1,0.995957101,0
真的很不错现在三个设备可以一起充了省时又方便下班回家就把iwatch放上去又可以看时间又可以充电棒棒！,1,0,51,1,1,0,-1,0,0,0,0,399,1,0.999716014,0
品质做工：还可以吧款式设计：挺好看的面料材质：还可以尺寸大小：24和26纠结，最后选了24，感觉有点小的。但买大的又怕自己拉不动。女生拿24吧，哈哈哈好评。准备春节回家用，到时候追评。,1,0,92,0,0,1,-1,0,0,0,6,311,0,0.975971496,0
充电方便，五分好评,1,0,9,0,0,0,-1,0,0,0,0,758,0,0.237208114,0
整体评价：推荐的码数刚刚好，面料也很好，是我想要的，扣子很特别，我喜欢,1,2,35,0,1,0,2,0,0,0,1,133,1,0.990924286,0
好看好看好看，便宜质量也还行就是不知道怎么搭配,1,0,23,0,1,1,-1,0,0,1,1,178,1,0.95994587,0
质量很好，充电快，满意,1,0,11,0,0,0,-1,0,0,0,0,342,1,0.886434489,0
快充材质很不错，做工很好，原装正品。,1,0,18,0,0,0,-1,0,0,0,0,610,1,0.998895734,0
不错哦，安全型充电桩，安装方便便捷，充电快速，好评,1,0,25,0,0,0,-1,0,0,0,0,206,1,0.968400932,0
以前买过，非常非常好吃,1,0,11,0,0,0,-1,0,0,0,3,148,1,0.556633996,0
收到了，挺好的，质量没问题，尤其轮子那儿是比较粗的，我觉得结实了，卖家还送了贴画。,1,1,41,0,1,0,-1,0,0,0,6,667,1,0.177200474,0
质量很好，做工精致，是正品，用着放心,1,0,18,0,0,0,-1,0,0,0,0,932,1,0.998802628,0
版型很好，很喜欢，还想买一件卡其色的,1,0,18,0,0,0,-1,0,0,0,1,744,1,0.924372022,0
这是给自己买的，鲨鱼好可爱！也很厚实，暖和！好看！喜欢！,1,0,28,4,1,0,-1,0,0,1,1,76,1,0.989240487,0
衣服质量好，面料软硬合适，做工精细，穿着高端大气上档次，放心购买,1,0,32,0,0,0,-1,0,0,0,1,80,1,0.99999536,0
衣服收到了，质量很好，物流也快，超满意,1,0,19,0,0,0,-1,0,0,0,1,127,1,0.916723124,0
非常柔软舒适，很不错！,1,0,11,1,1,0,-1,0,0,1,1,225,1,0.988421547,0
充电器收到，质量很好，充电很快，满意,1,0,18,0,0,0,-1,0,0,0,0,690,1,0.983178171,0
已经用上了，充电非常的快，很满意,1,0,16,0,0,0,-1,0,0,0,0,424,0,0.826435867,0
面料轻薄柔软保暖效果好，穿着舒服显瘦显高显气质，棒棒哒,1,0,27,0,0,0,-1,0,0,0,1,202,1,0.99984254,0
买6盒。有一盒盒子破损了，送人不行的，只能自己食用了,1,0,26,0,0,0,-1,0,1,0,3,231,0,0.0011711,0
第一次买卡其色西装，感觉还不错，面料比较厚实，秋天穿足够,1,0,28,0,1,0,-1,0,0,1,1,830,1,0.996974452,0
收到货了，安装方便，做工精细，充电速度快，智能控制大品牌可靠，满意的购物,1,0,36,0,0,0,-1,0,0,0,0,486,1,0.997975557,0
吃完才来评价，还不错，要是都是脆的就好了，虽然软的也不错，好评，还会回购的,1,0,37,0,0,0,-1,0,0,0,3,464,1,0.953285959,0
此用户没有填写评价。,1,0,10,0,1,0,0,0,0,0,0,756,0,0.145428,0
不错满分,1,0,4,0,0,0,-1,0,0,0,0,856,0,0.943693326,0
有点太大了尺码，将就穿吧,1,0,12,0,0,0,-1,0,0,0,1,158,1,0.288105866,0
很好，很满意，值得购买！,1,0,12,1,1,0,1,0,0,0,0,69,1,0.984825535,0
超级百搭的一款包包，承重也很不错，还有小内袋还带拉锁，特别贴心很可,1,0,33,0,1,0,-1,0,0,0,6,941,0,0.999835908,0
衣服收到了哦，感觉质量不错呢,1,0,14,0,0,0,4,0,0,0,1,371,1,0.78660369,0
很厚实质量很好容量也很大版型非常好看是我想要的感觉喜欢的可以冲冲冲,1,1,33,0,1,0,-1,0,0,0,6,153,1,0.97836075,0
此用户没有填写评价。,1,0,10,0,1,0,2,0,0,0,0,869,1,0.145428,0
此用户没有填写评价。,1,0,10,0,0,0,23,0,0,0,0,74,0,0.145428,0
充电器是正品，充电速度很正,1,0,13,0,0,0,-1,0,0,0,0,506,1,0.991236087,0
此用户没有填写评价。,1,0,10,0,0,0,0,0,0,0,0,525,1,0.145428,0
很喜欢，款式很潮,1,0,8,0,0,0,-1,0,0,0,1,885,1,0.71960253,0
包包很好看，价格也非常美丽,1,0,13,0,1,0,-1,0,0,0,6,349,1,0.96732771,0
保暖很好，质量不错。,1,0,10,0,0,0,-1,0,0,0,1,235,1,0.979483899,0
爱了呀姐姐妹妹们，以前不怎么喜欢甜酒果酒，但可能最近谈恋爱的原因，现在喝起来真的就快乐上天了哈哈哈哈,1,0,50,0,1,0,-1,0,1,1,3,887,1,0.999539774,0
家人很喜欢，桃子很软，又定了一箱桃罐头，推荐一下,1,0,24,0,0,0,-1,0,0,0,3,184,0,0.973243351,0
充电挺快的，非常好用,1,0,10,0,0,0,-1,0,0,0,0,556,1,0.84873796,0
整体评价：很好比现象中更好看,1,0,14,0,0,0,-1,0,0,0,1,440,1,0.971875946,0
看直播才下手买的，非常喜欢，和图片一模一样，很洋气，搭西装特别棒，果断收下。????????????????国庆期间买的最棒的衣服，没有之一。,1,0,71,16,0,0,-1,0,0,1,1,268,0,0.98299745,0
第二次购买了，质量非常不错，物流发货也很快，关键是价格也实惠，推荐！,1,0,34,1,1,0,-1,0,0,0,0,24,1,0.998624268,0
衣服很好看也很合身瘦一点的都可以穿??????质量不错,1,0,27,6,0,0,-1,0,0,0,1,172,1,0.996966652,0
颜色好看(??&omega;??)??，大小合适，好评(o^^o),1,0,33,6,1,0,-1,0,0,0,6,50,1,0.858469838,0
很好看。喜欢,1,0,6,0,0,0,-1,0,0,1,1,825,0,0.905434104,0
衣服都很合身，但是刚拆快递的时候衣服的刺激性气味有点大，洗一洗就好了。,1,0,35,0,0,0,-1,0,0,0,1,108,1,0.079197388,0
还不错,1,0,3,0,0,0,-1,0,1,0,1,10,1,0.883015318,0
版型非常好，质量也很好，非标超值.,1,0,17,0,0,0,-1,0,0,0,1,75,1,0.986094352,0
试用了几天没什么问题质量也挺好性价比比较高值得推荐,1,0,25,0,0,0,-1,0,0,0,0,469,1,0.984045113,0
挺好、机器挺沉重，应该是图上宣传的大线包,1,0,20,0,1,0,-1,0,0,0,0,412,0,0.89714737,0
设备很齐全有冷藏柜有工作台置物架物流很快已经安装调试好,1,0,27,0,0,0,-1,0,0,0,0,581,1,0.990737051,0
满意，推荐！,1,0,6,1,1,0,-1,0,0,0,6,24,1,0.787713682,0
裙子挺好看的，布料也挺好，这个价钱买到这种裙子简直值了,1,0,27,0,1,0,-1,0,0,0,1,440,1,0.991024596,0
西服质量很好很厚实适合现在穿卖家服务态度很好好评喜欢的姐妹可以放心入手啦??,1,0,38,2,1,0,-1,0,0,0,1,148,1,0.994232451,0
很合适哈超级显腿长！身高16395斤,1,0,18,1,1,0,-1,0,0,0,1,317,1,0.379423307,0
话不多说，看图，真心不错的一家宝藏店铺,1,0,19,0,1,0,-1,0,0,0,1,280,1,0.993690546,0
买了卫衣跟毛衣，衣服质量很好，客服很有耐心，衣服合身，和图片一摸一样，以后都买这一家！,1,0,43,1,0,0,-1,0,1,0,1,71,1,0.446544991,0
很好用，比上次朋友买的实用，好评,1,0,16,0,0,0,-1,0,0,0,0,368,0,0.8558795,0
五星好评，非常好！想不到那么快就到了！,1,0,19,2,1,0,-1,0,0,0,0,725,0,0.777209235,0
此用户没有填写评价。,1,0,10,0,1,0,4,0,1,0,6,211,1,0.145428,0
非常喜欢这款背包，商家还特意给了一个香包很贴心面料材质：摸着面料很有手感,1,0,36,0,1,0,-1,0,0,0,6,16,1,0.999555486,0
起球呀，我背包包的地方，已经起球一大片了，心塞,1,1,23,0,0,0,-1,0,0,0,1,70,1,0.397469561,0
还不错,1,0,3,0,0,0,-1,0,0,0,0,587,1,0.883015318,0
毛衣很可爱，面料舒服，穿着很保暖，爱了爱了!,1,0,22,1,0,0,-1,0,0,0,1,108,1,0.998477389,0
已经安在小区里面了，住户都说很好用。,1,0,18,0,0,0,-1,0,0,0,0,400,1,0.775944275,0
掉毛&hellip;&hellip;,0,0,18,0,1,0,0,0,0,0,1,118,1,0.272043571,0
原装正品的充电太快了很喜欢,1,0,13,0,1,0,-1,0,0,0,0,27,1,0.92698067,0
我的身高体重：153，88裙子好好看，超级仙！这个价钱买的超级值呀,1,1,33,1,1,1,-1,0,0,1,1,246,1,0.602601621,0
包装很严实，收到没有损坏，已经安装好了，用了几天感觉很好以后充电方便多了,1,0,36,0,0,0,-1,0,0,0,0,162,1,0.041465338,0
质量好，用后体验觉得很好，操作简单方便,1,0,19,0,0,0,-1,0,0,0,0,691,0,0.872256959,0
整体评价：不错，最近发胖穿上挺显瘦的,1,0,18,0,0,0,-1,0,0,0,1,551,1,0.994416658,0
之前在酒吧喝酒的挺好喝的这次买了三箱喝个够最爱还是接骨木太好喝了！！！,1,0,35,3,0,0,-1,0,0,0,3,462,1,0.830303577,0
整体评价：三无产品，店大欺客，质量差就不说了，我明明买的黑色，发货给我发藏青色，还不退货，希望我的损失能让大家看少受骗,-1,3,59,0,1,0,1,0,0,0,1,79,1,1.29e-05,0
无异味，空间大，材质好，和想象中没差,1,0,18,0,1,0,-1,0,0,1,6,62,1,0.06427122,0
收到后昨晚用了次，确实挺快了,1,0,14,0,0,0,-1,0,0,0,0,213,1,0.950959281,0
质量不错，空间也挺大，不错,1,0,13,0,1,0,-1,0,0,0,6,176,1,0.988133023,0
书包收到了，质量很好，布料摸起来是很舒服的感觉。容量也是可以的，总的来说一切都很满意。,1,0,43,0,1,0,-1,0,0,0,6,388,1,0.993027464,0
家人代收的不知道好不好用，等拿回家再来使用追评。,1,0,24,0,0,0,-1,0,0,0,0,275,1,0.745588278,0
穿起来超舒服,1,0,6,0,0,0,-1,0,0,1,1,18,1,0.685749259,0
蛮好的，有用,1,0,6,0,0,0,-1,0,0,0,0,806,1,0.925423182,0
版型好看质量也不错可以推荐入手,1,0,15,0,0,0,-1,0,0,0,1,486,0,0.991841166,0
收到了，安装简单，特别便捷。给客户提供了很多方便，实用性很高，赞,1,0,32,0,0,0,-1,0,0,0,0,130,1,0.993399804,0
很好用反应灵敏，充电速度很快，线的质感很看着也高档，满意的一次购物！,1,0,34,1,0,0,-1,0,0,0,0,357,1,0.998004867,0
充电桩安装简单方便，充电也很安全，几小时就充满了，满意。,1,0,28,0,0,0,-1,0,0,0,0,138,1,0.683282371,0
赞赞赞，超喜欢的毛衣哦,1,0,11,0,1,0,-1,0,0,0,1,522,1,0.999385927,0
挺好的衣服不错可以。,1,0,10,0,0,0,-1,0,0,0,1,14,1,0.968108203,0
衣服质量非常好，很喜欢，客服态度也超好，好评鼓励,1,0,24,0,0,0,-1,0,0,0,1,480,1,0.795757249,0
是原装的，充电很快，价钱便宜，值得买,1,0,18,0,0,0,-1,0,0,0,0,982,1,0.960027704,0
好以充电器，也好看，正货,1,0,12,0,1,0,-1,0,0,0,0,260,0,0.896498699,0
整体评价：客服回应很快发货到货也很快适用场合：感觉出行上课旅游都可以风格款式：款式很赞面料材质：本人很喜欢,1,0,53,0,1,0,-1,0,0,0,6,123,1,0.999995184,0
嗯。。。其实味道一般，但是外观真的好看,1,0,19,0,0,0,-1,0,0,0,3,169,1,0.918394652,0
穿着舒服，版型不错，大小刚好，挺好搭裤子的,-2,0,11,0,0,0,29,0,0,0,1,487,1,0.99864773,0
收到很满意,1,0,5,0,0,0,-1,0,0,0,0,837,1,0.705606986,0
可以了，用来充电了，充的很快,1,0,14,0,0,0,-1,0,0,0,0,568,1,0.766036509,0
不多说了，还是好评,1,0,9,0,0,0,-1,0,0,0,0,10,1,0.196521448,0
上身效果不错，包装严实，物流很快，现在穿上刚刚好还显瘦，物有所值。,1,0,33,0,0,0,-1,0,0,0,1,28,1,0.999996804,0
这个款对小个子真的很不友好，但因为太爱这个款式果断就买了，回来改小了版，上身还比较舒服～朋友也说好看都推荐啦～,1,0,55,0,1,0,-1,0,0,0,1,989,0,0.844720762,0
质量做工都不错，很好用，包装完好，非常满意,1,0,21,0,0,0,-1,0,0,0,0,939,1,0.996800384,0
客服很负责的回答了我的问题。收到货后简单实用，很方便。物流也很快。再也不用担心充不上电了。奥利给！！,1,1,50,2,0,0,-1,0,0,0,0,815,0,0.060593901,0
很好，穿上很好看,1,0,8,0,0,0,-1,0,0,0,1,982,0,0.919486786,0
